State,City,Service,Count,Edition,Comments
Alabama,Birmingham,Hotel,3,1951,
Alabama,Gadsden,Tourist Home,2,1951,
Alabama,Mobile,Hotel,1,1951,
Alabama,Mobile,Tourist Home,4,1951,
Alabama,Montgomery,Hotel,1,1951,
Alabama,Montgomery,Restaurant,1,1951,
Alabama,Montgomery,Tavern,1,1951,
Alabama,Sheffield,Hotel,1,1951,
Alabama,Sheffield,Tourist Home,1,1951,
Alabama,Tuscaloosa,Tourist Home,3,1951,Spelled Tuscalooso in all prior editions
Arkansas,Arkadelphia,Hotel,1,1951,
Arkansas,Arkadelphia,Tourist Home,2,1951,
Arkansas,Arkadelphia,Restaurant,2,1951,
Arkansas,Arkadelphia,Barber Shop,2,1951,
Arkansas,Brinkley,Tourist Home,1,1951,
Arkansas,El Dorado,Hotel,2,1951,
Arkansas,El Dorado,Tourist Home,2,1951,
Arkansas,Fayetteville,Tourist Home,2,1951,
Arkansas,Fort Smith,Hotel,1,1951,
Arkansas,Fort Smith,Tourist Home,1,1951,
Arkansas,Hope,Hotel,1,1951,
Arkansas,Hope,Restaurant,1,1951,
Arkansas,Hope,Beauty Parlor,1,1951,
Arkansas,Hope,Barber Shop,1,1951,
Arkansas,Hope,Service Station,1,1951,
Arkansas,Hope,Garage,1,1951,
Arkansas,Hope,Road House,1,1951,
Arkansas,Hot Springs,Hotel,2,1951,
Arkansas,Hot Springs,Tourist Home,5,1951,
Arkansas,Hot Springs,School of Beauty Culture,1,1951,
Arkansas,Hot Springs,Sanitarium,1,1951,
Arkansas,Little Rock,Hotel,6,1951,
Arkansas,Little Rock,Tourist Home,2,1951,
Arkansas,Little Rock,Restaurant,10,1951,
Arkansas,Little Rock,Beauty Parlor,7,1951,
Arkansas,Little Rock,Night Club,2,1951,
Arkansas,Little Rock,Barber Shop,7,1951,
Arkansas,Little Rock,Tavern,1,1951,
Arkansas,Little Rock,Liquor Store,3,1951,
Arkansas,Little Rock,Garage,2,1951,Garage category listed twice
Arkansas,Little Rock,Tailor,5,1951,
Arkansas,Little Rock,Service Station,3,1951,
Arkansas,Little Rock,Drug Store,2,1951,
Arkansas,North Little Rock,Hotel,1,1951,
Arkansas,North Little Rock,Tourist Home,1,1951,
Arkansas,North Little Rock,Restaurant,3,1951,
Arkansas,North Little Rock,Road House,1,1951,
Arkansas,Camden,Tourist Home,2,1951,
Arkansas,Camden,Restaurant,1,1951,
Arkansas,Camden,Tavern,2,1951,
Arkansas,Camden,Liquor Store,1,1951,
Arkansas,South Camden,Road House,1,1951,
Arkansas,Pine Bluff,Hotel,1,1951,
Arkansas,Pine Bluff,Tourist Home,1,1951,
Arkansas,Pine Bluff,Restaurant,2,1951,
Arkansas,Pine Bluff,Barber Shop,1,1951,
Arkansas,Pine Bluff,Beauty Parlor,1,1951,
Arkansas,Pine Bluff,School of Beauty Culture,2,1951,
Arkansas,Pine Bluff,Service Station,1,1951,
Arkansas,Pine Bluff,Garage,1,1951,
Arkansas,Fordyse,Restaurant,1,1951,
Arkansas,Helena,Service Station,1,1951,
Arkansas,Russellville,Tourist Home,1,1951,
Arkansas,Texarkana,Hotel,1,1951,
Arkansas,Texarkana,Tourist Home,1,1951,
Arkansas,Texarkana,Restaurant,1,1951,
Arkansas,Texarkana,Beauty Parlor,1,1951,
Arizona,Douglas,Tourist Home,1,1951,Restaurants category listed without an address or name
Arizona,Nogales,Restaurant,1,1951,
Arizona,Phoenix,Hotel,1,1951,
Arizona,Phoenix,Tourist Home,3,1951,
Arizona,Phoenix,Restaurant,2,1951,
Arizona,Phoenix,Beauty Parlor,3,1951,
Arizona,Phoenix,Barber Shop,2,1951,
Arizona,Phoenix,Tavern,1,1951,
Arizona,Phoenix,Night Club,1,1951,
Arizona,Phoenix,Service Station,1,1951,
Arizona,Phoenix,Garage,1,1951,
Arizona,Phoenix,Drug Store,1,1951,
Arizona,Tucson,Tourist Home,1,1951,
Arizona,Yuma,Hotel,1,1951,
Arizona,Yuma,Tourist Home,1,1951,
California,Berkley,Beauty Parlor,1,1951,
California,Berkley,Barber Shop,1,1951,
California,El Centro,Hotel,1,1951,
California,El Centro,Tourist Home,1,1951,
California,El Centro,Restaurant,1,1951,
California,Fresno,Tourist Home,1,1951,
California,Fresno,Restaurant,2,1951,
California,Fresno,Beauty Parlor,3,1951,
California,Fresno,Barber Shop,3,1951,
California,Fresno,Tavern,1,1951,
California,Fresno,Garage,2,1951,
California,Fresno,Tailor,1,1951,
California,Imperial,Tourist Home,1,1951,
California,Los Angeles,Hotel,11,1951,
California,Los Angeles,Motel,5,1951,
California,Los Angeles,Restaurant,10,1951,
California,Los Angeles,Beauty Parlor,9,1951,
California,Los Angeles,Barber Shop,3,1951,
California,Los Angeles,Tavern,7,1951,
California,Los Angeles,Night Club,8,1951,
California,Los Angeles,Liquor Store,5,1951,
California,Los Angeles,Service Station,15,1951,
California,Los Angeles,Garage,2,1951,
California,Los Angeles,Drug Store,5,1951,
California,Los Angeles,Tailor,2,1951,
California,Los Angeles,Real Estate,1,1951,
California,Lake Elsimore,Hotel,1,1951,Town listed as Elsinore
California,Hollywood,Tourist Home,1,1951,
California,Needles,Motel,1,1951,
California,Oakland,Hotel,2,1951,
California,Oakland,Tourist Home,2,1951,
California,Oakland,Restaurant,1,1951,
California,Oakland,Beauty Parlor,1,1951,
California,Oakland,Tavern,2,1951,
California,Oakland,Service Station,3,1951,
California,Oakland,Tailor,1,1951,
California,Oakland,Garage,1,1951,
California,Perris,Tourist Home,1,1951,
California,Pasadena,Service Station,2,1951,
California,Sacramento,Hotel,1,1951,
California,San Diego,Hotel,2,1951,
California,San Diego,Restaurant,2,1951,
California,San Diego,Service Station,4,1951,
California,San Diego,Liquor Store,1,1951,
California,San Diego,Tailor,4,1951,
California,San Francisco,Hotel,6,1951,
California,San Francisco,Barber Shop,1,1951,
California,San Francisco,Tourist Home,2,1951,
California,San Francisco,Restaurant,2,1951,
California,San Francisco,Beauty Parlor,2,1951,
California,San Francisco,Tavern,1,1951,
California,San Francisco,Night Club,3,1951,
California,San Francisco,Drug Store,3,1951,
California,San Francisco,Liquor Store,2,1951,
California,Santa Monica,Tavern,1,1951,
California,Tulare,Tourist Home,1,1951,
California,Tulare,Tavern,1,1951,
California,Vallejo,Tavern,1,1951,
California,Victorville,Tourist Home,1,1951,
Colorado,Boulder,Restaurant,1,1951,
Colorado,Colorado Springs,Tourist Home,1,1951,
Colorado,Denver,Hotel,1,1951,
Colorado,Denver,Tourist Home,3,1951,"Tourist Homes category listed twice, but with repeated address"
Colorado,Denver,Restaurant,12,1951,Restaurants category listed twice
Colorado,Denver,Beauty Parlor,3,1951,
Colorado,Denver,Barber Shop,3,1951,
Colorado,Denver,Tavern,3,1951,
Colorado,Denver,Liquor Store,3,1951,
Colorado,Denver,Service Station,3,1951,
Colorado,Denver,Taxi Cab,1,1951,
Colorado,Denver,Drug Store,4,1951,
Colorado,Denver,Tailor,4,1951,
Colorado,Greenley,Tourist Home,1,1951,
Colorado,La Junta,Tourist Home,3,1951,
Colorado,La Mar,Hotel,1,1951,
Colorado,La Mar,Restaurant,1,1951,
Colorado,Montrose,Hotel,1,1951,
Colorado,Montrose,Tourist Home,1,1951,
Colorado,Montrose,Restaurant,1,1951,
Colorado,Montrose,Beauty Parlor,1,1951,
Colorado,Montrose,Service Station,1,1951,
Colorado,Montrose,Garage,1,1951,
Colorado,Pueblo,Hotel,1,1951,
Colorado,Pueblo,Tourist Home,2,1951,
Connecticut,Bridgeport,Hotel,1,1951,
Connecticut,Bridgeport,Tourist Home,1,1951,
Connecticut,Bridgeport,Garage,1,1951,
Connecticut,Hartford,Hotel,1,1951,
Connecticut,Hartford,Tourist Home,1,1951,
Connecticut,Hartford,Beauty Parlor,1,1951,
Connecticut,Hartford,Barber Shop,1,1951,
Connecticut,Hartford,Drug Store,1,1951,
Connecticut,Hartford,Liquor Store,5,1951,
Connecticut,Hartford,Tavern,3,1951,
Connecticut,Hartford,Service Station,3,1951,
Connecticut,Meriden,Restaurant,1,1951,
Connecticut,New Haven,Hotel,1,1951,
Connecticut,New Haven,Tourist Home,2,1951,
Connecticut,New Haven,Restaurant,2,1951,
Connecticut,New Haven,Beauty Parlor,4,1951,
Connecticut,New Haven,School of Beauty Culture,1,1951,
Connecticut,New Haven,Night Club,2,1951,
Connecticut,New Haven,Liquor Store,1,1951,
Connecticut,New Haven,Drug Store,1,1951,
Connecticut,New London,Tourist Home,1,1951,
Connecticut,South Norwalk,Hotel,1,1951,
Connecticut,Stamford,Hotel,1,1951,
Connecticut,Stamford,Tourist Home,1,1951,
Connecticut,Stamford,Night Club,1,1951,
Connecticut,Waterbury,Hotel,1,1951,
Connecticut,Waterbury,Tourist Home,2,1951,
Connecticut,Waterbury,Drug Store,2,1951,
Connecticut,Waterbury,Tailor,1,1951,
Connecticut,West Haven,Hotel,2,1951,
Connecticut,West Haven,Tavern,1,1951,
Delaware,Dover,Hotel,3,1951,
Delaware,Laurel,Restaurant,1,1951,
Delaware,Laurel,Barber Shop,1,1951,
Delaware,Laurel,Beauty Parlor,1,1951,
Delaware,Townsend,Hotel,1,1951,
Delaware,Townsend,Garage,1,1951,
Delaware,Wilmington,Hotel,4,1951,
Delaware,Wilmington,Tourist Home,2,1951,
Delaware,Wilmington,Restaurant,1,1951,
Delaware,Wilmington,Beauty Parlor,2,1951,
Delaware,Wilmington,Barber Shop,1,1951,
Delaware,Wilmington,Night Club,1,1951,
Delaware,Wilmington,Service Station,1,1951,
District of Columbia,Washington,Hotel,7,1951,
District of Columbia,Washington,Tourist Home,14,1951,
District of Columbia,Washington,Tavern,6,1951,
District of Columbia,Washington,Restaurant,12,1951,
District of Columbia,Washington,Liquor Store,5,1951,
District of Columbia,Washington,Barber Shop,1,1951,
District of Columbia,Washington,Beauty Parlor,9,1951,
District of Columbia,Washington,Night Club,3,1951,
District of Columbia,Washington,Service Station,2,1951,
District of Columbia,Washington,Drug Store,1,1951,
District of Columbia,Washington,Tailor,1,1951,
Florida,Daytona Beach,Tourist Home,1,1951,
Florida,Daytona Beach,Liquor Store,1,1951,
Florida,Daytona Beach,Service Station,1,1951,
Florida,Delray Beach,Tavern,1,1951,
Florida,Fort Lauderdale,Hotel,1,1951,
Florida,Jacksonville,Hotel,2,1951,
Florida,Jacksonville,Tourist Home,5,1951,
Florida,Jacksonville,Night Club,2,1951,
Florida,Jacksonville,Barber Shop,1,1951,
Florida,Jacksonville,Restaurant,2,1951,
Florida,Jacksonville,Drug Store,2,1951,
Florida,Lake City,Tourist Home,2,1951,
Florida,Lake City,Restaurant,1,1951,
Florida,Lake City,Barber Shop,1,1951,
Florida,Lake City,Beauty Parlor,1,1951,
Florida,Lake City,Service Station,1,1951,
Florida,Lake City,Garage,1,1951,
Florida,Lakeland,Tourist Home,2,1951,
Florida,Miami,Hotel,2,1951,
Florida,Miami,Beauty Parlor,4,1951,
Florida,Miami,School of Beauty Culture,1,1951,
Florida,Miami,Tavern,1,1951,
Florida,Miami,Liquor Store,3,1951,
Florida,Miami,Tailor,1,1951,
Florida,Miami,Taxi Cab,1,1951,
Florida,Orlando,Hotel,1,1951,
Florida,Pensacola,Hotel,1,1951,
Florida,Pensacola,Restaurant,1,1951,
Florida,Pensacola,Tailor,2,1951,
Florida,Pensacola,Drug Store,1,1951,
Florida,Pensacola,Liquor Store,1,1951,
Florida,Sebring,Restaurant,1,1951,
Florida,South Jacksonville,Restaurant,1,1951,
Florida,St. Augustine,Tourist Home,2,1951,
Florida,Tampa,Hotel,4,1951,
Florida,Tampa,Tavern,6,1951,
Florida,Tampa,Tailor,3,1951,
Florida,Tampa,Drug Store,2,1951,
Florida,Tampa,Liquor Store,2,1951,
Florida,Tampa,Night Club,1,1951,
Florida,Tampa,Garage,1,1951,
Georgia,Adrian,Tourist Home,1,1951,
Georgia,Albany,Tourist Home,3,1951,
Georgia,Atlanta,Hotel,6,1951,
Georgia,Atlanta,Tourist Home,1,1951,
Georgia,Atlanta,Restaurant,4,1951,
Georgia,Atlanta,Tavern,4,1951,
Georgia,Atlanta,Beauty Parlor,2,1951,
Georgia,Atlanta,Barber Shop,4,1951,
Georgia,Atlanta,Night Club,3,1951,
Georgia,Atlanta,Service Station,2,1951,
Georgia,Atlanta,Garage,1,1951,
Georgia,Atlanta,Taxi Cab,3,1951,
Georgia,Atlanta,Tailor,2,1951,
Georgia,Augusta,Hotel,1,1951,
Georgia,Augusta,Liquor Store,1,1951,
Georgia,Brunswick,Tourist Home,2,1951,
Georgia,Brunswick,Restaurant,1,1951,
Georgia,Brunswick,Barber Shop,2,1951,
Georgia,Brunswick,Beauty Parlor,1,1951,
Georgia,Brunswick,Garage,1,1951,
Georgia,Brunswick,Tavern,1,1951,
Georgia,Brunswick,Taxi Cab,2,1951,
Georgia,Columbus,Hotel,2,1951,
Georgia,Columbus,Restaurant,1,1951,
Georgia,Columbus,Beauty Parlor,1,1951,
Georgia,Columbus,Barber Shop,1,1951,
Georgia,Columbus,Night Club,1,1951,
Georgia,Columbus,Garage,1,1951,
Georgia,Douglas,Hotel,1,1951,
Georgia,Douglas,Tourist Home,1,1951,
Georgia,Douglas,Restaurant,1,1951,
Georgia,Douglas,Barber Shop,1,1951,
Georgia,Douglas,Beauty Parlor,1,1951,
Georgia,Douglas,Service Station,1,1951,
Georgia,Douglas,Tavern,1,1951,
Georgia,Douglas,Road House,1,1951,
Georgia,Dublin,Tourist Home,2,1951,
Georgia,Eastman,Tourist Home,1,1951,
Georgia,Macon,Hotel,2,1951,
Georgia,Macon,Restaurant,4,1951,
Georgia,Macon,Beauty Parlor,3,1951,
Georgia,Macon,Tailor,2,1951,
Georgia,Macon,Service Station,1,1951,
Georgia,Savannah,Tourist Home,1,1951,
Georgia,Savannah,Restaurant,1,1951,
Georgia,Savannah,Beauty Parlor,1,1951,
Georgia,Savannah,Service Station,1,1951,
Georgia,Savannah,Drug Store,1,1951,
Georgia,Savannah,Trailer Park,1,1951,
Georgia,Savannah,Tourist Cabins,1,1951,
Georgia,Statesboro,Tourist Home,1,1951,
Georgia,Way Cross,Hotel,1,1951,
Georgia,Way Cross,Tourist Home,1,1951,
Georgia,Way Cross,Restaurant,1,1951,
Georgia,Way Cross,Barber Shop,1,1951,
Georgia,Way Cross,Service Station,1,1951,
Idaho,Boise,Hotel,1,1951,
Idaho,Boise,Tourist Home,2,1951,
Idaho,Boise,Restaurant,1,1951,
Idaho,Pocatello,Tourist Home,2,1951,
Illinois,Chicago,Hotel,21,1951,
Illinois,Chicago,Tourist Home,3,1951,
Illinois,Chicago,Restaurant,7,1951,
Illinois,Chicago,Beauty Parlor,2,1951,
Illinois,Chicago,Barber Shop,1,1951,
Illinois,Chicago,Tavern,3,1951,
Illinois,Chicago,Night Club,3,1951,
Illinois,Chicago,Service Station,4,1951,
Illinois,Chicago,Garage,1,1951,
Illinois,Chicago,Automotive,1,1951,
Illinois,Chicago,Drug Store,2,1951,
Illinois,Chicago,Liquor Store,1,1951,
Illinois,Centralia,Tourist Home,1,1951,
Illinois,Centralia,Beauty Parlor,1,1951,
Illinois,Centralia,Barber Shop,1,1951,
Illinois,Centralia,Service Station,1,1951,
Illinois,Danville,Hotel,1,1951,
Illinois,East St. Louis,Tourist Home,2,1951,
Illinois,East St. Louis,Night Club,1,1951,
Illinois,Peoria,Tourist Home,1,1951,
Illinois,Peoria,Barber Shop,1,1951,
Illinois,Peoria,Night Club,1,1951,
Illinois,Sparta,Hotel,1,1951,
Illinois,Springfield,Tourist Home,5,1951,
Illinois,Springfield,Drug Store,1,1951,
Illinois,Rockford,Hotel,1,1951,
Illinois,Rockford,Tourist Home,3,1951,
Indiana,Anderson,Tavern,1,1951,
Indiana,Elkhart,Tourist Home,1,1951,
Indiana,Evansville,Tourist Home,5,1951,Town listed twice
Indiana,Fort Wayne,Restaurant,3,1951,
Indiana,Fort Wayne,Tourist Home,1,1951,
Indiana,Fort Wayne,Barber Shop,1,1951,
Indiana,Fort Wayne,Beauty Parlor,1,1951,
Indiana,Gary,Hotel,2,1951,
Indiana,Gary,Drug Store,1,1951,
Indiana,Gary,Beauty Parlor,1,1951,
Indiana,Gary,Dry Cleaning,3,1951,
Indiana,French Lick,Hotel,1,1951,
Indiana,Indianapolis,Hotel,6,1951,
Indiana,Indianapolis,Tourist Home,1,1951,
Indiana,Indianapolis,Restaurant,11,1951,
Indiana,Indianapolis,Beauty Parlor,19,1951,
Indiana,Indianapolis,Tavern,15,1951,
Indiana,Indianapolis,Cafe,2,1951,
Indiana,Indianapolis,Service Station,1,1951,
Indiana,Indianapolis,Garage,1,1951,
Indiana,Indianapolis,Drug Store,2,1951,
Indiana,Indianapolis,Tailor,5,1951,
Indiana,Indianapolis,Liquor Store,8,1951,
Indiana,Indianapolis,Night Club,3,1951,
Indiana,Indianapolis,Taxi Cab,1,1951,
Indiana,Jeffersonville,Tourist Home,2,1951,
Indiana,Marion,Restaurant,1,1951,
Indiana,Marion,Tourist Home,2,1951,
Indiana,Marion,Drive In,1,1951,
Indiana,Marion,Service Station,1,1951,
Indiana,Kokomo,Tourist Home,3,1951,
Indiana,Lafayette,Tavern,1,1951,
Indiana,Michigan City,Tourist Home,1,1951,
Indiana,Muncie,Hotel,1,1951,
Indiana,South Bend,Restaurant,1,1951,
Indiana,Terre Haute,Hotel,1,1951,
Indiana,West Baden Springs,Hotel,1,1951,
Iowa,Cedar Rapids,Tourist Home,2,1951,
Iowa,Des Moines,Hotel,2,1951,
Iowa,Des Moines,Restaurant,12,1951,
Iowa,Des Moines,Beauty Parlor,9,1951,
Iowa,Des Moines,Tavern,1,1951,
Iowa,Des Moines,Service Station,2,1951,
Iowa,Des Moines,Garage,1,1951,
Iowa,Des Moines,Automotive,1,1951,
Iowa,Des Moines,Tailor,2,1951,
Iowa,Des Moines,Drug Store,1,1951,
Iowa,Dubuque,Tourist Home,2,1951,
Iowa,Ottumwa,Tourist Home,4,1951,
Iowa,Sioux City,Restaurant,1,1951,
Iowa,Sioux City,Beauty Parlor,1,1951,
Iowa,Waterloo,Tourist Home,3,1951,
Kansas,Atchison,Tourist Home,1,1951,
Kansas,Atchison,Night Club,1,1951,
Kansas,Atchison,Drug Store,1,1951,
Kansas,Bethel,Country Club,1,1951,
Kansas,Bogue,Tourist Home,1,1951,
Kansas,Coffeyville,Tourist Home,1,1951,
Kansas,Concordia,Tourist Home,2,1951,
Kansas,Emporia,Tourist Home,1,1951,
Kansas,Edwardsville,Tourist Home,1,1951,
Kansas,Fort Scott,Hotel,1,1951,
Kansas,Fort Scott,Tourist Home,1,1951,
Kansas,Hiawatha,Tourist Home,1,1951,
Kansas,Hutchinson,Tourist Home,1,1951,
Kansas,Junction City,Hotel,1,1951,
Kansas,Junction City,Tourist Home,1,1951,
Kansas,Larned,Tourist Home,3,1951,
Kansas,Larned,Restaurant,1,1951,
Kansas,Larned,Beauty Parlor,1,1951,
Kansas,Laurence,Hotel,1,1951,
Kansas,Leavenworth,Tourist Home,2,1951,
Kansas,Kansas City,Barber Shop,1,1951,
Kansas,Kansas City,Beauty Parlor,1,1951,
Kansas,Kansas City,Restaurant,2,1951,
Kansas,Kansas City,Road House,1,1951,
Kansas,Kansas City,Night Club,2,1951,
Kansas,Kansas City,Garage,2,1951,
Kansas,Kansas City,Drug Store,2,1951,
Kansas,Manhattan,Tourist Home,2,1951,
Kansas,Ottawa,Tourist Home,1,1951,
Kansas,Parsons,Tourist Home,1,1951,
Kansas,Topeka,Hotel,1,1951,
Kansas,Topeka,Tourist Home,1,1951,
Kansas,Topeka,Restaurant,3,1951,
Kansas,Topeka,Barber Shop,2,1951,
Kansas,Topeka,Beauty Parlor,2,1951,
Kansas,Topeka,Tavern,1,1951,
Kansas,Topeka,Service Station,1,1951,
Kansas,Wichita,Tourist Home,1,1951,
Kansas,Wichita,Beauty Parlor,1,1951,
Kansas,Wichita,Restaurant,1,1951,
Kansas,Wichita,Drug Store,1,1951,
Kentucky,Bowling Green,Hotel,1,1951,
Kentucky,Elizabethtown,Tourist Home,3,1951,
Kentucky,Hazard,Tourist Home,1,1951,
Kentucky,Hopkinsville,Tourist Home,3,1951,
Kentucky,Lancaster,Tourist Home,2,1951,
Kentucky,Lancaster,Restaurant,1,1951,
Kentucky,Lancaster,Barber Shop,1,1951,
Kentucky,Lancaster,Beauty Parlor,1,1951,
Kentucky,Lancaster,Garage,1,1951,
Kentucky,Lexington,Night Club,1,1951,
Kentucky,Lincoln Ridge,Tourist Home,1,1951,
Kentucky,Louisville,Hotel,3,1951,
Kentucky,Louisville,Tourist Home,1,1951,
Kentucky,Louisville,Restaurant,13,1951,
Kentucky,Louisville,Beauty Parlor,9,1951,
Kentucky,Louisville,Barber Shop,2,1951,
Kentucky,Louisville,Tavern,3,1951,
Kentucky,Louisville,Night Club,1,1951,
Kentucky,Louisville,Road House,1,1951,
Kentucky,Louisville,Liquor Store,2,1951,
Kentucky,Louisville,Garage,2,1951,
Kentucky,Louisville,Service Station,1,1951,
Kentucky,Louisville,Drug Store,1,1951,
Kentucky,Louisville,Taxi Cab,2,1951,
Kentucky,Paris,Tourist Home,1,1951,
Kentucky,Paris,Restaurant,1,1951,
Kentucky,Paris,Barber Shop,1,1951,
Kentucky,Paris,Beauty Parlor,1,1951,
Louisiana,Baton Rouge,Hotel,1,1951,
Louisiana,Baton Rouge,Tourist Home,1,1951,
Louisiana,Baton Rouge,Restaurant,1,1951,
Louisiana,Baton Rouge,Tavern,1,1951,
Louisiana,Baton Rouge,Beauty Parlor,1,1951,
Louisiana,Baton Rouge,Barber Shop,1,1951,
Louisiana,Baton Rouge,Service Station,2,1951,
Louisiana,Baton Rouge,Road House,1,1951,
Louisiana,Bogalusa,Tourist Home,1,1951,
Louisiana,Lafayette,Tourist Home,2,1951,
Louisiana,Lake Charles,Hotel,1,1951,
Louisiana,Lake Charles,Tourist Home,1,1951,
Louisiana,Mansfield,Tourist Home,2,1951,
Louisiana,Monroe,Hotel,1,1951,
Louisiana,Monroe,Tourist Home,2,1951,
Louisiana,Monroe,Restaurant,1,1951,
Louisiana,Morgan City,Tourist Home,2,1951,
Louisiana,Minden,Restaurant,1,1951,
Louisiana,Marreo,Beauty Parlor,1,1951,
Louisiana,New Orleans,Hotel,13,1951,
Louisiana,New Orleans,Tourist Home,4,1951,
Louisiana,New Orleans,Restaurant,11,1951,
Louisiana,New Orleans,Barber Shop,1,1951,
Louisiana,New Orleans,Beauty Parlor,3,1951,
Louisiana,New Orleans,School of Beauty Culture,1,1951,
Louisiana,New Orleans,Tavern,9,1951,Tavern category listed twice
Louisiana,New Orleans,Night Club,10,1951,
Louisiana,New Orleans,Service Station,2,1951,
Louisiana,New Orleans,Taxi Cab,4,1951,
Louisiana,New Orleans,Drug Store,1,1951,
Louisiana,New Iberia,Tourist Home,2,1951,
Louisiana,Opelcusas,Tourist Home,1,1951,
Louisiana,Scotlandville,Service Station,1,1951,
Louisiana,Shreveport,Tourist Home,3,1951,
Louisiana,Shreveport,Restaurant,3,1951,
Louisiana,Shreveport,Tourist Cabins,1,1951,
Louisiana,Shreveport,Tavern,3,1951,
Louisiana,Shreveport,Service Station,3,1951,
Louisiana,Shreveport,Tailor,3,1951,
Louisiana,Shreveport,Drug Store,2,1951,
Louisiana,Shreveport,Liquor Store,1,1951,
Maine,Gardnier,Tourist Home,1,1951,
Maine,Old Orchard,Tourist Home,1,1951,
Maine,Portland,Hotel,1,1951,
Maine,West Scarboro,Tourist Home,1,1951,
Maryland,Annapolis,Hotel,1,1951,
Maryland,Annapolis,Restaurant,1,1951,
Maryland,Baltimore,Hotel,6,1951,
Maryland,Baltimore,Tourist Home,1,1951,
Maryland,Baltimore,Restaurant,3,1951,
Maryland,Baltimore,Beauty Parlor,4,1951,
Maryland,Baltimore,Tavern,6,1951,
Maryland,Baltimore,Night Club,4,1951,
Maryland,Baltimore,Road House,1,1951,
Maryland,Baltimore,Liquor Store,4,1951,
Maryland,Baltimore,Service Station,1,1951,
Maryland,Baltimore,Garage,1,1951,
Maryland,Frederick,Tourist Home,2,1951,
Maryland,Frederick,Restaurant,1,1951,
Maryland,Hagerstown,Tourist Home,1,1951,
Maryland,Hagerstown,Restaurant,1,1951,
Maryland,Havre de Grace,Hotel,1,1951,
Maryland,Princess Anne,Restaurant,1,1951,
Maryland,Sparrows Point,Tailor,1,1951,
Maryland,Sparrows Point,Restaurant,1,1951,
Maryland,Turners Station,Night Club,1,1951,
Maryland,Turners Station,Drug Store,1,1951,
Maryland,Upper Marlboro,Hotel,1,1951,
Maryland,Waldorf,Restaurant,1,1951,
Massachusetts,Attleboro,Tourist Home,1,1951,
Massachusetts,Boston,Hotel,3,1951,
Massachusetts,Boston,Tourist Home,9,1951,
Massachusetts,Boston,Restaurant,11,1951,
Massachusetts,Boston,Beauty Parlor,21,1951,
Massachusetts,Boston,Barber Shop,2,1951,
Massachusetts,Boston,Night Club,1,1951,
Massachusetts,Boston,Tailor,6,1951,
Massachusetts,Cambridge,Tourist Home,1,1951,
Massachusetts,Everett,Beauty Parlor,1,1951,
Massachusetts,Great Barrington,Tourist Home,2,1951,
Massachusetts,Hyamis,Tourist Home,1,1951,
Massachusetts,North Adams,Tourist Home,1,1951,
Massachusetts,North Cambridge,Tourist Home,1,1951,
Massachusetts,Needham,Tourist Home,1,1951,
Massachusetts,Pittsfield,Tourist Home,4,1951,
Massachusetts,Randolph,Restaurant,1,1951,
Massachusetts,Roxbury,Tourist Home,1,1951,
Massachusetts,Roxbury,Beauty Parlor,11,1951,
Massachusetts,Roxbury,Barber Shop,2,1951,
Massachusetts,Roxbury,Service Station,2,1951,
Massachusetts,Roxbury,Garage,1,1951,
Massachusetts,Roxbury,Tailor,2,1951,
Massachusetts,Roxbury,Drug Store,3,1951,
Massachusetts,South Hanson,Tourist Home,1,1951,
Massachusetts,South Hanson,Trailer Park,1,1951,
Massachusetts,Springfield,Hotel,1,1951,
Massachusetts,Springfield,Barber Shop,1,1951,
Massachusetts,Springfield,Beauty Parlor,1,1951,
Massachusetts,Springfield,Tailor,1,1951,
Massachusetts,Swampscott,Tourist Home,1,1951,
Massachusetts,Worcester,Hotel,1,1951,
Massachusetts,Worcester,Service Station,1,1951,
Massachusetts,Worcester,Garage,1,1951,
Massachusetts,Worcester,Drug Store,1,1951,
Massachusetts,Wareham,Tourist Cabins,1,1951,Cape Cod
Michigan,Ann Arbor,Hotel,2,1951,
Michigan,Battle Creek,Tourist Home,3,1951,
Michigan,Baldwin,Service Station,2,1951,
Michigan,Baldwin,Night Club,1,1951,
Michigan,Baldwin,Tourist Home,1,1951,
Michigan,Benton Harbor,Night Club,1,1951,
Michigan,Bitley,Hotel,2,1951,
Michigan,Brighton,Ranch,1,1951,
Michigan,Covert,Hotel,1,1951,
Michigan,Detroit,Hotel,23,1951,
Michigan,Detroit,Tourist Home,1,1951,
Michigan,Detroit,Restaurant,3,1951,
Michigan,Detroit,Beauty Parlor,1,1951,
Michigan,Detroit,School of Beauty Culture,2,1951,
Michigan,Detroit,Barber Shop,4,1951,
Michigan,Detroit,Tavern,8,1951,
Michigan,Detroit,Night Club,5,1951,
Michigan,Detroit,Service Station,4,1951,
Michigan,Detroit,Liquor Store,1,1951,
Michigan,Detroit,Automotive,1,1951,
Michigan,Detroit,Tailor,3,1951,
Michigan,Detroit,Drug Store,4,1951,
Michigan,Flint,Tourist Home,2,1951,
Michigan,Grand Junction,Tourist Home,1,1951,
Michigan,Idlewild,Hotel,6,1951,
Michigan,Idlewild,Tourist Home,8,1951,
Michigan,Idlewild,Restaurant,4,1951,
Michigan,Idlewild,Tavern,3,1951,"One restaurant also mentioned as Tavern, but spelled differently (Rosanna's Rosana)"
Michigan,Jackson,Tourist Home,1,1951,
